"sku","cost","Edmonton"
o3pxgq9rbn,3779,5
g38vkaad5n,12889,4
3py7zb8kg3,1294,1
nvrjovywbe,618,17
364wkyam8e,3194,15
nm868v9jd3,64980,6
er2q6dkal3,4413,1
3obkdl2jzn,2628,1
3xvmk57o4e,11907,3
nyagqarw9n,11257,14
2nyowwdpye,885,2
3px844kb9n,2874,3
nydgx56qyn,1795,2
3orz628d63,8158,7
nqygp7xgze,66302,1
2ny7pw82ln,5220,22
36yr2yqaxe,2527,6
3wvklwkbyn,2299,1
nvprorlwbn,23695,1
nm2bazr8v3,798,3
3xojw7a8p3,1093,21
39lgrm7mb3,23175,11
nyrroda7ge,9015,7
wnmj4az8vn,92,50
39z4bq9jdn,2080,6
3pgyxw7693,1457,7
nbmaaz7p2e,92,50
3zldqx2wwe,893,6
3wwxyrvgb3,45128,2
er4dokoq9n,33003,1
e59qw2voon,8875,22
83wwvplvm3,7779,33
73ozd6wwkn,53783,2
37x2289qjn,1700,4
3lm997bqze,1398,1
nvoyomaqpe,2029,3
e22dzldb6e,17704,19
3p7k7jpwz3,7279,3
3xykpglqxe,3380,26
ped2bwblzn,21461,17
e57rbawpb3,45774,5
nb4vmrb69e,4238,7
ekgykblwg3,15069,2
edg6vpzjde,587,50
3xvmjg58le,6655,1
edzap4glzn,2041,21
3l8g6zlm7n,842,1
39b6642ryn,698,10
39bb2kjpbn,3290,47
eko82wx8rn,23448,8
38damdzg5n,38715,5
3lbvj6z6yn,83651,1
3lx8zkdzz3,2877,3
e59o6jla4n,11900,3
3lp7aypade,8787,50
3okgxygbkn,1401,1
nqp52rk66e,195,3
nyyy4kb99n,11828,4
364axz7jje,1384,1
nm9k68d59e,3732,6
3l778bgqze,44605,6
ekzv68a5re,995,6
2nyzjwbrg3,3346,7
3o2joz956n,6492,2
erqlojmz53,2156,6
nbygkpa8xe,1343,8
ngoggw8gze,1733,1
3pg9bodpg3,65145,3
3axq4baddn,72475,10
x3a6b689bn,1205,50
34krll96me,7481,3
j3j4k74o63,1045,6
eko2mxw6gn,24047,50
g38w4gy7o3,63099,19
edowmdd823,4375,1
375rggr5pe,13461,6
x3667d77o3,51414,6
3albr998bn,2498,1
nvrdv9a72e,31959,30
eryzaawq9n,7779,29
nvqvzx64b3,4949,6
83zqjzbb63,1315,3
38jg2aoq5n,7779,50
3l2ko9k6on,4785,7
37xa47mo9n,1929,6
rnqrxvpom3,3247,17
3l25875ldn,17185,7
nmm9m6jgkn,3379,1
3obylmq7kn,244,50
3zgp9wol4n,2598,10
34gqop9643,272,7
3p28w92zbe,22517,2
nqvddbq96e,2327,4
e57z5rx8o3,23490,9
e2b7r4bpde,77517,4
ng84zdroz3,7951,4
ng6oy2q7ze,5240,36
384jwpkjjn,2968,12
e24y4gqga3,15009,4
nyxaa77gge,176,29
3xqpwdg9dn,41189,18
3xa946j44e,42788,3
37rzpm2gjn,6277,50
3lmy6pobbe,23695,7
38kz8lr5o3,1844,5
e5vyyldvb3,8642,1
3pq7mla98e,13461,26
63xa4mg6pe,127,50
ngqjkkjyp3,26926,3
3jzy7dj8xe,1058,50
34xdjxdgpn,13900,1
384482x65n,13078,1
nm957k7jke,11558,5
38mwwlkz5n,11723,4
39jlbmgrpe,7589,12
368w4rgdxn,7150,50
wnmj7ba5kn,11073,2
34b7gbkz4e,338,9
345xq9vbje,18098,3
xeraakgm9n,54505,1
edyr97qmze,29940,1
3a9j595z7n,1518,3
nqlz72pxk3,15622,20
3j8d7882xe,26426,4
e5vbo874g3,5852,48
e5pljg7b93,411,39
3pawa96l93,5319,7
3jq7k9ry9e,10160,16
e22d5dr67e,104,50
3oo9vymjz3,8997,1
nbmlgx77me,4726,1
qnvp659gxn,6662,6
34j5jg6lk3,15622,5
9ek7lzy543,1055,4
nqzgrpd9zn,964,13
ed7zlwljde,5758,12
wnmwk5rpk3,1041,1
3pkbw8yybe,37384,3
nyxxwyb89e,1719,7
nvbadj4723,9954,40
369wya5aj3,6673,6
nb8y94k5yn,964,25
3jxw8r76xn,2171,4
era6d2kj8n,9623,27
3792zlrgwn,16184,1
37282aq99e,3311,5
394jkgl7pe,23981,4
ny76yr86dn,4647,9
34k2wr76pe,148,2
qnv7aayvxn,15825,2
3pxm8y5qzn,421,50
qnvp9478qn,8065,35
3oyj9m9pge,877,15
ek82b6owde,158,50
3ar28879mn,10405,50
nm8pwomkj3,2396,50
3j2oz64jpe,5823,1
3wovpvk5ye,507,41
3zxz6j6z7e,38761,10
3xlrg2x4p3,4225,8
37m285mzx3,30310,1
369bmgr8x3,253,8
er2kp9kp83,9009,2
nv4p2pjgjn,462,1
ng96a6zgbe,10160,2
3lm9vvg6ze,2794,2
3arjg8dldn,385,12
37ra59rq9n,2084,28
ek8oxlx92e,7655,5
nm459jgkdn,1051,7
3xoxzmogd3,1812,3
nmqmbyzyx3,863,15
nykjo7ay93,2677,4
ng9wagz8be,1849,4
j3j59dx2we,1874,29
384m648qdn,168407,3
l346zowjmn,25579,5
3zlygm22we,1206,7
3p2yol5zge,17734,1
3z7vr7o28n,14761,1
3paqvpqo93,1256,50
ng6k59q5ze,4841,3
3zp76por8n,2642,6
eryg59y99n,10302,3
3aa7mlrx83,2416,2
erbq5ayl83,6212,8
era8o5ljjn,3266,4
nq8zqv9won,9874,23
er6b5zogle,9561,2
ed75r5jyde,2032,40
ek4p9loq43,127,50
3jr8dgp8on,2012,6
34jraljop3,13397,7
3okl49d56n,2299,1
3lblomxbzn,2392,6
3j6kyy7awn,8037,2
nvkxyxxb23,1727,5
3zamqlqw4n,1156,3
ek4oyqm723,29835,43
erbg9zk673,117955,2
eddrw7mo2e,3446,13
34p8glygm3,675,5
63xjx7rdde,2592,8
wnmpwwxp9n,10260,4
nvvo6pzq2n,868,1
nqzp7mo5wn,11004,5
nvz8pg28p3,10500,3
ekzyrzo9re,16058,2
2ny28kjxl3,471,1
3az75px58e,6491,2
3z7p4k526n,1259,3
m39dmv84ge,15250,2
3pkx7laq9e,19899,50
3a8xpxqrde,5781,10
345ryl45ye,29994,1
38zg8rlm43,84,50
38kwbwppd3,950,15
erdlmz945n,286,2
3jv9y6y4x3,10172,2
nqa4pg4o6e,1924,1
ekzk8g4r2e,874,2
nvo9aawaje,393,50
nvbwygbjx3,9316,4
39469y82ge,58034,2
x3al4zkvvn,3,1
369m6kjpx3,34805,5
38v6arlyjn,143,15
3wo7zba6me,10162,1
364lmzgg9e,15009,28
eray7gd6ln,7150,50
3jmr2bpaw3,4805,21
3w7pwkx8yn,1103,15
e2mqyl4xd3,6277,40
3p7xyda4k3,10392,5
x368rjlr8n,9044,1
ery7aa5aln,178350,6
ng822qgrp3,971,9
ek96gyv92n,27091,1
ek2lvg672e,8219,7
er47jxjm9n,8506,2
ngox584lbe,2727,1
e25lo9zoke,3341,43
3l8l5alyon,24047,8
nq2942q4on,14728,2
34qrvvwpye,6892,3
3jrlygoxxn,37278,50
3zr9d6l78e,2233,50
er6dmd7kle,75811,3
e2dd8zj7a3,9623,25
3olrv5kbz3,2124,18
3jlpmkz29n,165,50
3pmm69pk93,84495,19
nmo7b8b6de,23884,5
nmqqa4p9j3,15678,2
4e597l749n,1365,1
3z7mxrbl4n,6305,13
3zrvj9zkwe,1560,5
eradkqlk7n,11840,2
4e5ljvbr9n,945,50
edymgypdge,54709,10
qnv5jk26x3,6022,19
wnm4xy4oxn,158,50
l347b5mkj3,5239,14
39ljopz7g3,7493,1
ek2qp2q75e,103282,4
3xxpdzrk43,53013,50
3jq4zjal6e,44605,7
nq2ar26bkn,1232,31
34xb24dwkn,16078,50
34ko8vdw4e,143,16
3za4q67pwn,2021,2
3l7kamoqye,3282,5
366pagao83,804,2
39box957yn,3575,4
nyyv9kv69n,101,20
ekb2xxkvde,8452,2
3aladxw97n,14095,7
3jvop4mmp3,1036,1
3a5bowxyde,29575,2
ngq6vxb6v3,1154,1
ek9akypddn,1263,3
ngvq9ylqvn,31050,2
23lky2ymon,13578,21
edpq5mroze,16436,4
ek2569roge,6803,3
nv9z78dqpe,104526,12
3pa5zzzab3,67142,12
erarr7yz7n,10103,4
38m2428wjn,8726,14
3zxopvmr4e,7868,35
eko9m8qg5n,13035,6
3lmroqb27e,950,4
3aalr7ojv3,20011,1
3xzzlkmbln,8905,1
3ok7pqyxgn,11680,1
3wvdd48qqn,29441,10
3lpprrgm7e,8944,13
l34v28j5m3,64,29
34bdvjwmme,12980,12
3o24kgor6n,3884,2
36plr8okoe,1328,1
g388rdroo3,3293,9
nydlykg5yn,11500,3
nbo57d6b93,4966,3
edqyj4xyzn,61527,10
e59og498gn,1004,1
g389g724e5,7376,35
er7jpy5r5n,5918,2
3pypm46m93,2423,2
ngvzqy9man,2008,7
nyblvrr8l3,3872,1
3xzb6bbdln,6051,1
nmo4q99dxe,8944,25
3aqqmkww7e,11642,2
83wrzgydxe,134,50
39wxwbwy7n,3646,1
eddzm2gwge,5240,50
2nyjm62jzn,23539,9
nb4q9z8vxe,3379,1
3pkrk25vge,2574,1
e2alv4g2k3,893,6
38vkk6qajn,7474,14
2nyraay8ze,104,49
3l7784g7be,3104,2
er2bvylp83,2271,24
3xyo7qlq4e,4445,5
37mk2ba9j3,1249,2
e5v26vxx93,1912,4
nmkrodbrk3,36039,8
xervmg967n,918,4
e2j4voa4a3,38054,2
39lrjzr6p3,4312,2
nql6wk92m3,4346,2
3xvk6mry4e,12279,1
366lp6pg83,6930,2
3j62a5dz9n,104,24
3azwrbwmbe,1175,15
nyd9ok75zn,16916,7
nggqmbrjan,1313,5
ng675o65ae,448,50
e5zgzy9z4e,311,3
rnqll5a2k3,14420,5
nglbgbpdbe,26226,3
pedw22rgzn,6215,1
3zxpjav2je,61527,11
37r2gzbown,8783,1
ekomqdx45n,11784,20
edo2q6w543,16147,1
e577r6z493,457,12
3jxrqm92pn,6248,6
3jq862x7oe,1265,9
3xx7w56vk3,5490,6
erajd6r2jn,1265,50
3lar2g9p7e,2867,4
ekgwpvbw23,3127,2
3xo55y22p3,7150,50
3obdaz976n,2507,1
e5lyw8bk9n,7021,6
nvo2qrgrpe,8920,1
38dqrx644n,9239,4
ng946bp5be,427,1
nboyb5o923,885,9
3zx2rk67we,5728,4
3lbdjqkzyn,4605,7
3pkwlok69e,18653,2
nb6mg428m3,39248,3
3xlogblkk3,3816,3
erb5oqyk93,941,9
3xrraalxl3,1792,1
nvbza6bbq3,270,1
38zgworwd3,8219,1
3wl6zmr2ye,4552,3
3w4wa66rbn,3573,2
3alxmmjkvn,3012,14
39rzmwpz73,13420,15
ny469d5mzn,1156,1
nb8kjgkmxn,5371,8
nbyl4v9y9e,4968,11
34kmkyzvpe,2473,2
nq8pgrqqkn,2614,3
g38xx5w4de,82524,4
3pam9o7rg3,703,7
39lvw5p9d3,10280,5
3jzmky7voe,10608,1
edga8pok4e,6358,2
nygxwo7xln,11115,50
nm4p8ad89n,13628,50
3ww82q9km3,4687,6
3plvg5v5zn,1017,9
34bxx2dk4e,2974,12
e5lxbgrzrn,918,5
3aldwqlg8n,51817,5
nykg52agd3,272,7
3zakpaa66n,10236,1
j3jzb9g49e,935,2
3wvjajxgyn,2562,2
nq6k2ko863,2974,37
3alv22gadn,5064,4
nyqwwbwrl3,4334,5
3l69w549z3,13024,1
3456ygwome,6719,2
9ek5l5rl2e,101830,6
nb8mogkdyn,69142,6
3j72gk2kw3,688,31
nqyoapk9ze,1471,4
3ozrgoym9n,10467,25
3xqb4oglpn,6283,3
3zrg5295we,9661,13
nvzlgb9aj3,964,6
ek7r7mxb43,158,50
365g9j6p9n,33989,9
3lxmgy55z3,7700,12
3pa75kpa83,10953,1
e5vzwlb4o3,15221,14
3jx2zdaqon,1662,2
3oo4ayz8y3,3171,3
39465y5dye,7868,13
e259d4wdae,4483,3
3zlyywj2je,47968,5
3p7a9opwk3,13333,27
l34aqy22j3,1712,2
nmqo2qq4j3,2413,2
36vddrwg8e,7872,10
3wv6xjzkzn,960,2
nqa4aoawke,63487,3
nqy49kv7ke,2917,2
3old72r6g3,2110,4
38km72k2p3,782,3
nq2vqd28mn,2684,2
qe2kpba2de,7872,33
xer8kj2p93,5682,8
3p7mm8kob3,7657,1
3l2yd2zoon,27064,4
3wy6vvpbbn,14722,23
ek28ljdxde,8778,2
3lodlv2ro3,807,21
nglb95w8pe,7287,8
34x8mjx9mn,3495,1
3zgog54xwn,4227,4
2nypkvjxln,1330,1
37x2d7o49n,8222,11
nbvk9k7x9e,25531,1
3wwbm4kbb3,968,5
nqaqb2ab6e,1399,3
pedojvb6d3,4063,4
3xop7ao5k3,19009,1
388z2bdlj3,8222,5
3w4yr585xn,55850,9
ekogg9pqgn,9604,2
34g54ovgy3,14949,1
364x56dxke,6392,2
nvr7y4a8qe,17824,7
qnv6yg4xpe,4765,2
3xlmo2qqp3,37352,50
e5mm5jly43,3012,50
3ay5y954b3,2140,34
3zd5o57x6n,1238,4
o3pa8d6m83,877,8
3jvw7yo6o3,8529,2
3jmxoqbpw3,1627,2
nmkjrr9bj3,14992,3
34kz8bvqpe,6562,2
3lmvvb9a7e,2525,1
e22w2b85ke,4631,19
34joyjr4k3,1030,1
edzoy69bdn,407,24
374kvz9pj3,2191,3
3jrb27666n,2640,14
345lwkp6ye,2154,50
3wyyv8p7qn,5765,18
m39xdk5kd3,2439,19
63xgk9v5de,50439,3
nqa2y8y8ze,151,2
ekqampyl4e,5967,5
ek72om7jr3,7376,35
e2jyryj263,2054,2
ngqwgrmbb3,6281,1
ny79lmblzn,902,1
38kqlplbo3,13059,2
nmokxoa4de,3322,45
3xx92rgbp3,11862,4
nykk9wgvy3,10302,50
ekbwd4qr4e,18508,4
nqqga26don,3411,4
38wdjjwlo3,6227,4
ngom789bve,1636,4
3l6l78gjy3,28654,27
394xy2oode,11534,2
36979a86k3,9835,50
63xd4g5gke,1124,50
nggq8xb7rn,9794,2
nqqgodwmzn,3288,2
qe2z59wb7e,7474,20
3l8xokm9bn,6707,2
368877z5on,10752,9
nmk4yzo8x3,3236,4
3pmod2mkk3,158,50
ped7x2wj4e,1900,3
e22o8mpv7e,964,43
3xryy7jk43,10405,50
nvp4zp9jjn,45796,1
3lrayooob3,180,7
39xkbvp5p3,11585,5
nvz22zy4p3,459,47
ngvyg77mzn,3945,1
nmr82g7xde,10539,3
e55dgp8k9e,6192,50
37a769lov3,1360,8
e22m57j4je,709,1
36v5gakzoe,1222,1
e5v8od8d43,50520,22
nyxrmx29le,8168,2
e2g7r69zj3,875,22
3pl6do77zn,17665,1
3lrj4o4z73,3941,2
3wk88y7rx3,18301,8
3p2mr7m8be,3947,7
3xlw955zx3,18011,1
nvz2dmmgp3,55006,6
e5pl6l2z93,3568,2
ek4xa58l53,6758,50
eravwjv99n,42841,3
3xlw56yw43,1548,1
345agd24me,44166,20
ngg5x8pprn,421,50
37rrojk8xn,2987,8
ekoz282k5n,7572,2
39z7akbppn,11858,4
e5m4llp2r3,8452,2
39j5d9887e,272,2
3xv88k774e,13333,22
ekbyp8zlge,58921,1
3j2g95mb6e,2987,14
3jvwdv92o3,15820,9
3zrp9p65je,5045,4
3j6zwqxaon,190,1
e2b7kx7ode,5961,34
rnqp9v6loe,19600,3
39gxbq42de,34051,1
3wqdzvzpy3,8133,3
36vyzprpje,61353,2
3pg9vw49z3,14110,39
ny45b89ogn,1774,3
34xg9pp4yn,584,2
nvrvllbbqe,2082,2
ekqzlkrpre,4930,2
3j26pg5qoe,41163,3
e525za4dbe,11150,2
36pkz8j59e,67292,3
3xopy45jd3,368,5
eddxwvdzwe,34987,14
e5mqaxxwr3,3017,2
z37bzxmgje,5826,8
3a9r5x6dmn,192,50
nb45d78qxe,964,4
39654a4yb3,3433,1
3655ygkojn,13709,7
nqlbq46m63,74962,7
nyq5277zz3,6486,3
e5m9m6y4r3,22035,1
edzob56odn,12032,1
3za62a4g7n,14038,31
3j6z28pbpn,967,4
nqz7xjaakn,17964,4
ngbz5p29p3,78393,2
nqqx76pron,8398,6
349dr52w4n,10785,4
38m7wlmg5n,270,3
3465xw7m4n,5284,14
3zw6m6zl83,1272,2
3xyyxmr4le,8769,1
eddkgj9yge,2504,1
e2gzdx8q63,6277,3
37b56v299e,10302,5
39bx24vmdn,66302,1
e52pkb2w9e,903,7
3a9mz6kabn,5242,5
nmokjzarde,4740,14
x3a2zbdj7e,1585,3
nb47mjz79e,53783,2
3jvvpxzy93,110497,13
384a2vzo4n,47184,1
364axrga8e,7150,50
nqaklmj8we,7722,1
36pkbwqp9e,3253,3
nqdy52g7we,6458,1
nqpqkxdz6e,104,50
3wob9p2kxe,627,50
l34wqmr8ye,36279,8
e5lr7gl54n,2563,19
3oyjjx8lye,9426,23
3686w68won,124,50
3a5o82vq7e,2242,3
nga6vog9vn,6271,1
j3jvkj9qx3,7919,6
ek88md8qde,12210,1
39b9zv5v7n,910,38
3ozq7dy66n,143,8
eraymopg5n,2887,5
nmkmzklbx3,4606,2
erazp26rjn,1994,12
nqadp4x7ze,1134,1
3z79jwax8n,9805,1
3pqpdmrq8e,5748,1
ngllxxk7ve,158,50
nm2v6dz9x3,9163,1
3w79rqo7xn,997,1
36pjkkqwoe,66245,1
e2gblq4kj3,13417,12
39b7bwpkdn,13069,4
nvkkpovxx3,15250,3
3z7zbr8b4n,3142,2
3pyx7qv8b3,791,3
34bxwjm6je,768,2
e5mbd5vob3,23695,12
e5lra9x7bn,3975,10
3a99poz9dn,22526,1
3zzl5q7v63,7872,5
38846p8do3,2808,27
3olv5979g3,1175,8
39j7jbpxye,1493,1
nm8owgjq93,51836,1
e2jr7xg663,12185,32
wnmlp8kbde,8944,5
eko5z8mkrn,15622,3
e5z4k6lwre,12899,12
3o22p28j6n,2060,5
era2xo497n,14508,13
ed8aja54zn,1559,3
l342k89rye,19311,1
ng88xqg6p3,241,50
3ax5p9k7dn,912,9
nqqrdjoxzn,4695,3
ed8ga75bwn,2708,4
3axdy8qg7n,11032,2
nb85a45r9n,8612,3
34jx8rakj3,16835,5
ek2bbkjq4e,5022,40
nm47vdk9xn,3525,2
pedyp5dbge,1234,1
ekbg2a895e,89760,1
ek8427k94e,15622,4
375g5jj4je,46271,6
edy5od5gze,595,3
nb49x84kye,2951,3
37rwapjmpn,1745,1
3wxp6a2xme,5106,17
nyazaxzlgn,2949,6
34k8qlqa4e,5732,1
34xz4566jn,1695,50
372jxgywve,12012,2
nqzorgqrkn,24047,3
39bkrxd2dn,1526,3
39jym22wde,34106,1
3pa6p9xd83,3512,32
nmkpyzbyj3,14816,26
ekbrpvwl2e,1517,24
ng82y9z4r3,9036,4
3o4dlykv6e,75740,11
ek8b6lkrge,818,1
edzmjv8mzn,19432,3
3wkvdvbgq3,983,2
ngbbzrr2z3,260,43
37vmmxxwv3,8001,31
3pymg6p8k3,932,5
nvv24p4r2n,1782,2
2nyq2gay3o,3425,24
3olo4xopk3,3747,50
ngqb2zp2a3,6898,41
x36xa8gbo3,7637,27
ekzrvxx7ge,7637,6
367jp4q2xe,1665,2
3xvwk2b6de,2385,6
3jmrzboz63,18653,1
39za2a5apn,23578,15
edg4lyaowe,1521,50
nvrjrgq2xe,9284,7
39x2q62yy3,27087,5
e5lq7jxd4n,228,50
e2bqwg5q6e,3502,7
3ar64mpmvn,2488,1
38vjd7y5on,3564,4
nm8qk7jod3,12594,10
3aydaa6883,979,15
nyxmqvxw9e,9407,50
3aqj8obm8e,4470,7
375gzgr6xe,2452,2
eddwg2ylwe,423,15
2nyb5jlwg3,127,50
3ozpdbg8gn,655,11
erq8ml6q83,104,50
39zgljvyyn,30113,1
ng8qrrdlz3,8062,2
3wq9k5jly3,4940,6
3zdrzjazjn,30132,12
3x6v4z6al3,5132,1
x36abzmpke,7524,1
nykdkj88l3,11647,1
3pmzwa5qg3,12463,4
362gq78x8n,4427,3
3a5ovo978e,4620,50
34q8xpxqke,4480,2
3wog2br9be,654,5
nb6g8vbxa3,8604,1
37mdwx2xw3,30951,9
l34rlz9o4n,3791,2
3w4qwwqkzn,10240,2
3wxakkyxxe,5139,1
3x6885rmk3,47968,6
m39y9w9kye,35571,1
23lgrq4z7e,13507,18
e2oy6bv6kn,7150,50
e5m2vxwqo3,8944,14
nm8k6x7ok3,46920,1
2nymlzyaln,27076,3
3pxr75m4bn,228,38
erdxplg57n,1122,2
3756rz5zxe,19551,13
nvppl977xn,98762,2
ek2jpm4dde,4830,5
erb96z2qj3,2705,7
3l6q5mjby3,6682,36
er7y6rzk5n,1288,15
ekqg49qd4e,8778,4
nmmbabgjxn,729,4
3j6l9vo89n,454,50
nbaxykbqme,1263,3
382928od43,12739,1
nyaogopyyn,1693,3
ekodrx2d4n,19445,16
372vpa25we,8972,3
pedvp78ade,1062,8
3wyy7kd9yn,54318,5
372wopg7ve,10405,50
9ek6b5jvgn,7318,49
x364aw7o9e,3483,27
ekqlpdyw2e,4562,12
nga95jaorn,29259,6
erg85rgg9n,8779,1
e2vywl2vj3,348,3
34xp4agq4n,10866,2
nyxo7bzdle,11257,36
nbv6d9w2ye,192,50
3947mm8xpe,10590,2
3o2qxoj86n,11771,10
nm4d9w46dn,3849,2
374z4y2793,7299,1
3paoqvdok3,1436,1
346v7l5ypn,3927,18
nm4jvabpvn,2892,9
394z862jde,2757,9
e22rxyj6ke,3652,4
nybo782pg3,64,50
3pa9jzrkg3,605,2
34bmq67a4e,79684,28
3758r9gxve,1640,32
e5m6xdvg93,6912,1
379abx2gwn,3032,6
3jzgraoxwe,3543,2
e527mmvm4e,127,50
nya6amgyzn,784,50
edgj5jqq4e,5658,2
x36m6jq6ke,4209,1
wnmjjb5kxn,922,4
nb6kxokz23,13120,2
374jjqxbx3,3245,33
3wvpx4qqqn,2964,2
rnq6ayd563,8510,5
3z7pjgom7n,1708,3
39lbbb9zd3,2146,2
nglg7j62pe,2283,2
37bm6gzq9e,1493,22
3lrk2pk5b3,8010,1
39wzb47odn,5817,3
e2v6y54r73,588,12
nm4m56wmjn,158,50
3xrbov8vl3,7094,1
3zrmjyb64e,32293,2
346o5dqmjn,25579,7
83wwy496x3,4025,6
3l7r244joe,4687,4
edq6jr6j2n,626,50
3ok4mkrqyn,7650,1
e5z8mzrvbe,3511,1
e222gqxyje,272,7
3o4xdl5yge,9476,9
nqdbbojyme,2008,4
37x5kp2gpn,10291,3
nqqd6g5kkn,6277,50
3zxzxlo98e,12812,8
36vj8mmk8e,1527,1
374zy8gxv3,33367,2
63xlbvlgd3,7779,50
3xy2zpp44e,3149,4
nmoyb2ay9e,9510,1
3w4kwb8mqn,10160,2
38wdr684p3,4195,44
3wy8jro8bn,8944,3
e5m2z5gm43,614,7
3664j7lp93,6316,3
e577v4pkg3,2974,5
ek47pwpmd3,41754,2
nm2r62ggk3,8944,1
3xz4byjyln,1172,2
wnmx9lwvke,160,38
3oz9ovzmgn,1962,1
3orm4mqbk3,7872,3
er5z8kp7l3,1646,1
3495yboqjn,194,1
e52wagmmre,41739,1
3obajkj4gn,132877,1
39byzlp67n,10730,1
nbabroll9e,5450,4
368q8pq8xn,10033,3
3829dy9wd3,52,50
3o888am8zn,2598,3
e5pgbqrxb3,5188,24
ekomdvk7rn,2923,1
3olmp2qjz3,7376,5
3l8jm2gldn,666,1
3a8q6orb7e,4739,3
34br6omdje,4676,9
nmmbqjpw9n,607,10
e22v7p9pje,157,9
edxz99xgg3,22783,9
ng6g2bwjpe,43545,3
3arzjd8qdn,26882,4
ek8rvb9v4e,12671,2
3jq9ll6jwe,148,50
nqq5yyo46n,8718,3
3zwdkj7b43,16212,7
368k88m5jn,143747,3
38vzzwg75n,32592,1
3xxzl69bp3,12889,8
ekzkb4oj4e,2974,4
3xraa7qod3,12483,4
nq8k49kazn,48321,5
3jrzq8ad9n,30645,2
368vjbrl8n,8944,31
37xmxp4ojn,2882,3
3l86gdm9yn,9147,1
37rom67rjn,867708,1
3zgzxqom6n,35146,9
3xyy8avode,2359,2
37vx86j4v3,55573,1
nyqqxv4x93,5852,50
nyyvqqdd9n,13378,3
nqdm8lx7we,3200,3
3pqwb729ze,11118,2
nyyyzjdpdn,41,50
er29dd5dj3,8350,2
e2aggwgk73,9666,2
ekqaad95de,51165,10
2ny8j96rg3,10289,15
3p7wjo6y83,3764,12
3zalralxjn,5016,1
37vvbzoy93,8548,2
pedvob2rde,1229,6
ed7dpm4pde,2770,5
e2bpd658je,30619,19
er5a9rg593,1417,1
er6o9byble,8389,27
nv9qz2wzqe,2772,14
379ox6yqxn,3341,4
er6ajrw9je,1212,4
3al6lbo2vn,8526,2
3okapvbj6n,70579,6
4ng4dqooan,3884,2
83wqo4jxz3,288,20
ergbx45l7n,127,50
nbo2gzyj23,817,1
382l7m98j3,116,3
3wvrlywjzn,50520,27
34q2v6zyme,5651,2
e2byl8xg7e,8446,3
3zpzjj2v7n,12788,2
3aqz4dmdbe,3693,2
369jxdk683,14497,15
erbpwyy783,11180,2
edorqrbr43,12037,1
x364dkdvke,5610,4
372wdq8dje,7119,1
37r4qbkyvn,2075,3
3wl9vkxoxe,2414,4
nbmzqxvl9e,45445,5
3a9dpp4r7n,1335,50
39xk86z5g3,48332,6
nmrxo42oke,5041,2
34qx5arzpe,752069,2
394y7kbxbe,1786,7
3wka49glx3,11466,49
3zgxaazgwn,20468,50
39romp4xd3,5483,6
3l7bp7yzoe,9858,1
ek8kjaj2re,6277,40
37959l6mvn,8222,21
38dlxq6adn,4204,10
382lxx5kp3,3562,1
e5m9b8mlo3,59951,3
3pq9yqzwke,50067,4
3axx79wbdn,2153,50
3xdvqdqlxe,1587,14
nyrda6qdge,36092,12
2ny8rkgal3,8083,2
39rq9y4kb3,15624,2
nmzr86v2d3,2281,35
ngojq52lae,3500,3
3j8j4v6ope,8008,6
er288yoyj3,38264,4
3wqbrl7vy3,879138,5
m39qdr7gdn,12408,1
ergqqrr29n,1800,2
ekzwl8oo4e,6013,1
39r27pqqp3,283,28
37r26g7xjn,2469,2
ek745yvdr3,2417,5
e2mlladra3,17586,1
34kkk8brpe,4618,8
er2apj7l83,20939,2
3x6xda2bp3,1904,1
nygqq98bgn,5547,6
3l6568gzo3,423,7
nybaoozld3,1194,4
nydjgk4rgn,13298,2
37mbvy8jx3,1533,50
3ozy7do89n,31466,1
nggwjva8rn,6483,28
3zrmvo2y8e,158,19
3olygozd63,14816,50
qe277wm4j3,7779,45
nmk4zkz2x3,7572,3
x63xrlkl3r,2498,2
nbkymjlqan,17087,5
edg9g6xq4e,39180,1
nvzj2xo923,11115,50
x3aykxdyb3,3061,1
3x6v2xv2x3,1269,3
e2v2l4o4j3,7779,50
edywmprr2e,17414,8
nb4x5xbzme,8488,6
nvbb65wqp3,5433,2
38xg5b4yje,358,19
nbdq5wvx2e,4457,1
3wybal4bbn,2076,4
nvbygboj23,5957,1
3675gqwk9e,3884,5
3pg559rgb3,10932,18
3zwrak4z83,2479,2
34jo5olom3,910,2
365qvdvo9n,43508,41
e5m54j4ar3,42562,22
3olojg7m63,124,50
ngvrxjv5an,496,4
39664kapd3,6167,4
nybqr6r2d3,8544,3
3lxma6mqb3,9441,10
e57adamrb3,4632,50
3lowz4p8o3,10357,1
nbk2xkopan,8944,13
ngl6o9blve,21723,5
3ax6vv58mn,1448,1
3lml7k4mze,165,32
3wxq66j6ye,192,50
3xodgqyjp3,7908,4
3wqkaobrx3,47455,2
3xxjkxxjd3,58375,5
3l8678qgbn,5680,2
ekzqraxdge,11759,3
3x67o4yrk3,143,15
e5g8rabm43,36306,1
3o8lvz5rzn,15052,3
edqka4qjdn,4830,3
wnm2wmoak3,3127,32
ngblx25lp3,44605,11
3x6araajx3,6437,9
e25ymvrmde,250,18
3jmyzvbk63,9315,12
ngvm7o6lbn,44013,2
ng9m2womze,4327,4
63xwxxx6ln,1414,1
ek4y7lymd3,3525,1
ek94mqqj5n,14153,30
