"sku","cost","Montreal"
nmzmjbxzk3,1276,12
xerqm9wo83,6855,13
nq2okprzmn,3170,6
nm2drowz93,34599,5
j3jjpooqw3,10422,0
nydo8m6agn,3737,2
ngvjrk5rvn,26926,3
3j24r2zk9e,133878,2
39wxmbqlyn,127,50
3pq84a9k8e,39248,0
3xxdadx6l3,62596,1
qe2d69by73,1267,4
3j7dzoxdx3,28976,1
3a8owgq98e,385,7
3xlovw9lx3,803,3
3pg78ra783,1727,1
3oop9l5k63,393,10
nqlkv8pbw3,4416,6
erqqjm8b83,10530,1
3ozql74a6n,1175,6
ngakrpgzrn,5571,2
edo4y2lk23,13417,16
nmm5bp45kn,10160,0
36pd7adoke,83480,0
3ax2drxl7n,69939,1
39g4kzzqye,29195,0
ngg6oqa4zn,1727,1
nmovda7dxe,40097,1
3o84yg5j6n,51624,3
3lbllqkaon,11531,0
nb7y8ymjme,51534,4
e57m4l6og3,13950,5
nb47j6ap9e,6943,2
39l5gb6pg3,10723,2
3828zl9ao3,7474,8
er6x25wr8e,6960,3
e55vp754be,16868,5
3la6q9q4de,24047,2
3pyloopmg3,10405,50
368wv7pw9n,43,50
nqadpymzwe,1317,9
nby5lvykae,2020,12
er7yovrajn,2793,50
nqparmw8ze,5443,6
3a7by776m3,9954,19
3jzrwdo2we,14986,0
3wlmga55be,10239,2
3jzawdrvoe,53911,1
ek7omlv223,10041,0
3xzk46wx4n,21765,0
3jvm7joop3,4053,8
37285j9w9e,7047,2
3w4kv7gwyn,57024,22
e55k5pk7re,42102,0
e2479zdrk3,23327,0
nyxoqb8gde,28151,0
e22qmv7qje,4204,4
edzxb4bj4n,977,24
ng84ajror3,3883,0
e55lym669e,885,8
3paamgrrg3,1757,5
eddry8684e,1768,1
3xz5lpkkxn,2389,1
e5g75pqr93,441,30
39jr9a59be,3071,3
e2dald4xa3,11948,4
nvrkq94q2e,2741,37
3xa89yd4xe,4179,3
ng95yodpve,16835,1
edz4a7724n,1021,3
edzlkk9pzn,71032,2
nydx2vlxgn,10160,7
e2aoqyxg73,12600,0
3zgkbm7qjn,44605,1
3pmopgmbb3,3680,3
37a5dv47x3,1389,6
3l68rmj8y3,26473,0
3oy8yoowye,633574,1
e5zv42o59e,14371,0
3zxlyob97e,771,4
nv9g65x8xe,9358,1
349p6z6d4n,8778,3
4ngabwrmzn,2020,21
37a67d5yw3,604,0
3wxd7l6mbe,4622,10
39jqqmxlye,23022,4
3argy8d6vn,1726,3
e5zmgmqgre,6313,8
ngqgjlq4v3,1138,1
e24728d2a3,13505,0
e22pvogm6e,156,50
37a69v4qj3,49068,3
l34vr287p3,2892,9
nbyyo5arye,3012,38
3orvbr7z93,1272,1
3px5r5p89n,13525,1
nqpz2dm66e,6708,2
nvradlbwqe,5522,5
qnv2vap7x3,168407,4
e22zrjjyje,2476,1
3745lmxk93,5762,2
382pko9yo3,1857,15
3lpdr6p57e,7069,2
3l89yyg2bn,52865,2
3zk2kogkj3,1664,3
2ny8oj9ay3,1971,10
e2bzopxwde,20285,1
qe24d9g473,7751,5
j3jv448463,960,6
3lp47z8ode,65955,2
nb8ralv2mn,11519,10
e578jy7o93,11180,0
edkpvvlvzn,554,25
edgjxmjwze,8460,1
j3jvo76lw3,7183,44
er6mqx2o5e,902,3
ny4akwg2yn,939,1
e2j27z9463,142,2
nby446wvye,110497,0
erq9rl6wj3,2524,4
38z7rqkr53,5236,0
ny78k2lqyn,1027,8
3j2kavrrpe,910,23
3obow92mgn,724,29
ny47xk5bgn,5744,1
e2da6ygrk3,3245,29
nglbaw48ze,19180,0
34qwgjw54e,6277,10
3lr9w6z8d3,1312,5
l347bb6pp3,3605,1
nmdqldgwdn,617,1
374al8gaw3,29285,1
3xxwwdblx3,2032,1
rnqjbg6zze,6598,1
346k56r9mn,11858,0
3xoz6jozk3,44929,10
37azrxkjx3,2974,6
36o8qok6x3,35253,1
38dyl795on,37290,0
nydvja49ln,9313,16
36yz88rlke,10405,19
375kolq6je,8763,0
3zaj5xkqwn,1701,2
j3j6ggr9xn,2624,7
3jrywajv6n,33181,0
nmzvvww9v3,182,6
3pkorwa79e,6680,3
3j82mgyvwe,11662,13
e55rkax7be,842,5
3lrly8kw73,5817,12
3w728yyjqn,4980,2
3zz4z45j73,1976,4
edozv8bg23,6678,1
nmoj92mmxe,58034,3
3pggb5qg83,35897,13
ery7qxyv8n,1468,4
e5zbaawpge,546,3
ng9vvokkae,12944,7
nbyml9v9me,6779,0
3a7bvwoxd3,158,20
3l2qvz7abn,1685,2
3jvr4dp4w3,473,16
3l8r8ykpzn,845,2
3wl42vdwxe,29157,2
qe2b4p8bde,32432,1
2ny95rxlze,191,4
3olqz8qog3,7131,2
388zap2dd3,838,9
3797v2bzwn,11466,50
36pzq675je,1354,11
qe2989227n,6392,2
3l7kzo9aye,843,23
37ab6o62w3,7150,11
3ar78ra4bn,8944,1
9ek7xqjr32,5614,7
3plmrg68bn,7376,1
ngojqbvvre,2109,11
3zzv2azy73,14727,0
3lovqj8qo3,30619,2
wnbzb9qk9n,16436,7
3lb6rx2a7n,13608,50
e242qwzwd3,6392,1
3a84d2kkde,1283,5
edqz7wkozn,1491,19
3l8xg97abn,7493,3
3wo9wxdoye,3730,2
3658pjvl9n,13924,0
3a8jl7ybde,5366,0
39j4vqqrde,772,0
3pm749w8b3,82055,1
e247ldjqd3,44007,1
34k66dqmme,5337,8
erqg7m7293,7150,50
3pyqj8adb3,2140,1
nq2ja9vbkn,13333,2
e2golyqyd3,2087,3
39rzwdzqp3,8638,1
3pk5l7rb9e,3120,0
nmoovorpve,66,50
3w7dv8q6xn,14385,3
34kmvzyoke,7069,8
38jod5d2jn,3675,17
3o4q86yrke,6505,2
3jqj28jkoe,7131,0
367dzavroe,3493,0
nvrb22kjje,847,0
367rvg96ke,5291,0
nggozmyorn,6996,1
38xyor2qoe,7501,1
3l2kp9lzzn,25945,0
er2lqmbyl3,28901,0
3lb9g95ddn,7637,1
3pyradzr93,42749,0
388646x5o3,228,20
ekq8rzxw2e,1235,1
nyr7glj59e,7474,0
3xl48544k3,3012,13
e59d5r4qrn,768,2
374wv2m6v3,5219,0
3xld8xaak3,8051,2
3z7mr8bz7n,1161,0
e24xpwaz73,117005,6
36v4y24loe,4732,2
34gz4lzvm3,1309,0
ek9826bpgn,283,8
nya6zo5wyn,2189,1
3wxydgyzxe,7397,4
nq64woy963,25187,5
3jmldyr2p3,49369,1
39jl2prmbe,1612,2
382pakldj3,15206,2
3ok6jl4j6n,20996,2
3a8j2bwo7e,1985,4
3zg4l2y26n,45774,18
3womxbqjqe,945,28
nqy9rzqkoe,4701,0
36p6gjpboe,5876,6
e5gxyz68r3,5445,1
3ax98ggwbn,12006,0
ng9765jkae,10160,3
nmqawp9wj3,37248,1
nvb2mqbax3,11257,3
xerlza6qje,20468,31
er28q6oq83,34863,2
38mvkwwl5n,4526,0
3pq5lw2oze,1881,9
3664vxzvx3,143,10
3jvqzb9qo3,8409,4
3oyz4xwwze,642,3
3la6g984be,9008,13
edd2kpmb4e,1787,1
3zrydd9y7e,8944,4
nqa22g7xwe,356,7
37agv9xjx3,7779,10
37r5okw8pn,1215,1
e59p8pj8rn,13461,1
nvpwzz29xn,3341,2
erbrj79ll3,6974,14
3wvq67x5xn,20046,0
83wojormbe,31110,6
nvoqj7ry2e,12889,1
3xx7jpbrp3,39248,1
nmzlbv5zj3,644,1
z37bkqyqpe,124,1
nbvaywvrme,13900,7
nyx6mlkp9e,43527,0
3pqq54oxbe,5956,2
3pgx9l8jk3,8099,7
3xomk8wvd3,13185,2
e25wj62vke,10323,2
rnqp6rxome,10291,3
ngog75olae,4462,27
3z7pjobojn,518,23
3a7gbqbg73,1330,8
3wx7wgzyme,767,19
382oll52p3,6974,0
ekgq722xg3,6972,2
e5p5p5zm43,3445,1
3z7bwarp7n,670,13
nqza67r4zn,9365,13
3957a8yj7n,6325,2
e2bplboa6e,5263,2
ngokbr52pe,25743,0
23l74l55ze,5210,1
3lxq4gk5o3,6775,1
ek9qpgjd2n,2000,4
xero8bq57e,3781,3
37xvpzqwvn,8882,5
nqda6pdoke,4276,12
nybkzpbzd3,7762,0
e24go8kyj3,5165,6
ek982w67dn,5745,6
349ozvqvkn,7571,4
e24v9yg6k3,28534,2
nqavb4vl6e,6277,1
39lqy4v9p3,943,21
3xlkgmyyp3,7225,1
nq8w4oowmn,7131,4
3plkywxm8n,4102,3
39xoql45b3,454,10
3jrz7kzl6n,23295,4
edkwapmozn,964,2
3a57kx9zve,41314,5
3lbwj7o7bn,1583,2
3xoqjabxd3,7474,6
3lojwlo473,66082,1
g385q6jg53,417,3
3jrrd6v76n,862,2
38xdkbbvje,1178,13
3axdp2g58n,128,20
3orxdkw4y3,7897,1
3o8ddzrmyn,76991,1
ngq7524ar3,2911,3
2ny8978g3o,4819,4
38wrwqggp3,202,41
34prmv4xy3,5533,3
e5l292yo9n,895,13
3azbprpwde,6022,10
e2dmwmavk3,6682,10
erdkw9xwjn,7379,1
3xavaragpe,9591,0
73og629jke,7039,1
edy6qv6mge,33295,2
erq9yzvq93,530,9
nbmmrvk9xe,1471,2
38xb2wrk4e,8137,1
edk9vwdbdn,10140,7
3zk6rwr963,6289,4
36yaw45rje,12852,1
edz2ayvpzn,203,50
nb7bp57ome,6356,2
pedrpz4bw3,10203,3
39j44r9pge,1624,17
nqp2y7xlwe,910,2
nydq7xj8yn,1047,2
nyx9gvw4le,3113,1
3lxp6xoz73,5141,3
3o49w5za9e,143,3
nyqb6dgrz3,960,4
nql5ra4263,10217,1
ngowr2jvve,15617,1
ek4jqoqor3,2051,8
ngv77ox6pn,3026,1
edg85lky2e,5732,2
nv9j4rqgqe,7779,6
37rgor5qpn,4832,3
3lpzy9l8be,784,8
l34mrm5kj3,2859,5
37rrwg8wvn,393,0
38d2mg2pjn,7014,1
e5mwqdzo93,73857,1
3pxxjwpvkn,5132,1
38j5yqmlon,972,9
e2j6qar9a3,8158,2
34gorakam3,12550,2
63x5vlqjxn,79021,1
2nywz9jkd3,36092,2
3jzowvplxe,1420,3
nq8qr7ybwn,7933,2
39zqpxjk7n,8587,1
23lmlm82ze,6996,4
nq8o454z6n,9776,3
3wxplwyzbe,1701,1
38kj5py8d3,511,3
ekyk58k2r3,2960,2
e2bkp2yrde,1038,16
nvpgw9dgqn,10457,10
38wxja2ro3,6531,2
nmq6mbkak3,5614,7
ekzbj57x4e,414,9
3obapbazzn,20814,3
3pkj2jqkbe,127,50
e25pw9bl7e,4341,0
e2d9bdayd3,91520,0
rnq2oj7omn,11071,2
3obdvpybyn,2613,1
3wvl8a8vxn,4077,1
3828pl4lj3,4136,3
3zxxy7wz8e,1968,7
nbavjo5rme,3549,0
ny4zdp6zdn,4870,1
38ko766mp3,13507,23
ed84mmzb2n,41973,1
3okmoljygn,4321,1
39bmpbz8gn,14514,0
edgj7ko72e,27097,2
nbk7b85wan,35008,2
372p8byoje,9309,4
3wwmpd27b3,5611,3
38m9rj2pdn,2305,2
nmzjqo9dd3,104,49
z37byzmxve,39101,0
nq6xkzaok3,15622,0
ngaqmb79rn,32146,1
e2gow9o773,11452,11
e522p8zrbe,2855,8
3j7gx6y493,9835,39
nbywqqvr9e,42520,2
ny7zzalvdn,10160,2
e52grbzxre,578,50
39bb9x4rgn,11115,4
pedkq4vown,6730,1
nbk5w94y2n,580,50
ng8kwqrkb3,2236,7
3zrz4qop7e,22653,0
ek9z8bjrrn,8963,19
x36jxxzkke,8549,12
3lolzmoro3,5345,2
ekopayoz4n,7083,1
erqvmb9q73,1807,3
2nyxvavyeo,4245,1
e57rz79w93,143,10
3lxm8bwad3,63325,1
nvzdqjylj3,393,50
3aqmqyb6ve,838,4
e55ax6gare,9126,0
3679rqpl8e,9848,4
34goygp243,1080,7
ek9xaboldn,5125,11
erdplrmzln,52078,8
38md6mrjpn,294,50
3j6g4yawpn,5216,0
3obzlmy6yn,67402,3
3l27rxxldn,1737,1
3jm52ab2p3,170,36
nboqry4w93,38577,1
edg844vaze,4981,1
er6867jvje,5137,1
3l8og5wo7n,2708,3
73o82wmm9n,47966,0
34x87244pn,1351,1
36676krrj3,1591,5
3jzkogj29e,4343,1
ekbmzoxxre,469,2
3zdqor56wn,12757,4
34j6rb54k3,6358,2
3pm7a9a2z3,1051,4
nvvmz2xpxn,39162,0
nyydakqzln,8346,3
3jvzl7qvw3,24046,5
erddyd2z5n,3262,8
nb4rglvqme,36,50
qe28xl9aje,8123,2
e2arlxmra3,70686,15
nbalzgd4xe,10422,1
73o5xgb66n,5798,3
eryljdav7n,2396,28
m39rvdkq73,12511,0
qnvzx5bwx3,7868,40
3ozdrdgjyn,11127,6
345qk7ya4e,5630,5
e25wrvqake,784,3
nykglzd7y3,5926,2
3w4p6r9wxn,10793,1
xermkzry5n,3096,1
nm2bvxqmd3,488,50
nvpooxapbn,1806,6
37x5yqo6jn,2812,3
3lmjw7rwde,964,5
ngo658r5re,22405,1
nmdyr5gjkn,2974,1
3w47vqqpyn,8900,0
x36578byon,45445,2
3xlympq443,15524,1
e5lgod5bbn,8232,1
38wkdvggp3,20463,2
39gox4jqge,201,2
nyr4a672ye,48975,9
ny7vgja8yn,2656,14
e594xad74n,1288,5
3okmk878gn,40838,0
3a87xkv5be,110497,1
edoop4rpd3,701,6
j3jjqmggx3,34,50
edqmw6rjgn,16835,3
nglorqmzve,964,3
3j7b7w6p93,19497,3
34qmplzbpe,11777,1
374744gl93,4137,3
3oovw6dog3,2323,4
ek2j9ppj5e,13120,2
nyr4by5vde,167727,1
3aa9z7pz83,1578,0
34qo2zqb4e,21987,1
34kyaby8je,101044,1
3olopmpp93,22644,4
3425kj2qme,454,6
ng8gddy2a3,614,1
nm2zjmo4x3,1220,4
34gaox2gk3,2187,10
369lkgolk3,8944,13
3zwlyvjk73,6235,2
o3pjy9okb3,5025,7
3a7dqzg4b3,111,20
3xx62dg4l3,12257,3
ng68kxwbve,7112,0
38w4vw2rd3,3348,3
3l286vykzn,49954,3
nb7xgyzd2e,977,21
3ayy4rpy73,3400,2
m39mlmld7e,5501,6
nvqxovovp3,17127,0
nm8abx2jk3,10842,8
3o4m7q7lge,7256,8
ngl7ob5pae,24047,0
ek9ybzlw4n,47968,18
o3pw9vpqbe,1440,4
37a9k9gw93,2593,46
364d44bvoe,2981,1
eddzxpllwe,1195,28
3aqdvqqa8e,2467,1
ek7apgd9g3,24549,2
4e58xmv94e,45638,11
3w4g8wlkmn,35146,4
nbygdrjjae,50520,16
3lrx4oy5z3,9241,4
nqq26ggawn,14770,3
394od22gge,1410,21
3xvm8avwle,1715,3
nb8v555b2n,10804,1
nybzkyazg3,201,50
4e5zgk24ge,47765,0
3wwm54bzb3,31120,0
nvpzo7obpn,2587,22
3lxqz29m73,907,1
3zd42xxm7n,942,4
3oz98v92yn,8312,0
nyymp6x8yn,12495,1
3jqkp8xa9e,1018,1
375da2amve,22190,1
3zdb4j6gjn,1559,2
2nykgwpad3,660,0
3plkgm4bkn,11139,0
3olbzp6m63,5035,4
379laoxvwn,960,2
nygqrkb9gn,544,50
nggozmyorn,6996,1
nyyvw4z9zn,3036,8
e2jyrv7qk3,3629,1
3a98q46g7n,3407,1
3jqg55r66e,3712,11
37avqrrxw3,6428,0
e5p9lykob3,2685,6
nvz8ad6kb3,2427,2
3zxq76jm7e,3750,0
ed8d9xda2n,1118,2
nmopgbaake,918,11
38zbav57o3,3106,38
3zkzkg5843,1304,10
er5v9jy2j3,3805,2
3xrl4mpw43,7890,1
ek99k64d5n,1617,3
3p2kvkb5ge,569,4
34jajpjry3,2328,6
3jrg9v2q9n,663,7
38j24rqgpn,7185,1
3j897l87xe,1736,7
e5zw7rdd9e,5790,31
3jrbq6a29n,2583,2
3a7bb6z883,291,9
nyx7jrxlle,808,2
379jz9z4jn,1667,6
3zxk4oqg7e,775,1
xerpavdr5n,3168,3
3lblv59bdn,2828,1
3457mzyvke,10694,0
3pkdd6qr9e,10055,1
e25m6vplde,2748,0
3ooogy4xg3,2543,19
3l7zrkl4ye,4007,2
3olpxz9w93,1804,1
nyryjxjaye,4135,5
nq26oy8bmn,1394,0
3jv8qdzmw3,768,1
l34mbkw643,3916,2
wnmqpzdvk3,1272,18
nmovozq29e,1208,20
3p2arok49e,1969,1
38kv2zldj3,653,50
3p7mkdop83,2903,0
z37aozkgv3,918,1
nydj22l7ln,6199,1
38drrayzon,261,50
nyba6gd2d3,11684,0
edozwaga23,1117,1
nvradlbwqe,5522,5
e5gvqx7vg3,6171,0
ngv87wl6bn,858,5
ekb4o6alge,3518,1
37rpz7yoxn,3498,0
3wwk55p5z3,2459,3
3w4kw6lmbn,852,4
e5z2z9bxoe,3799,2
e52qb7kgbe,22264,0
3w7rx4drmn,1728,13
ekbr88am5e,7969,2
3zxa5rxb7e,3321,1
er6v57x95e,12902,1
ngv2al8lpn,2386,2
nvvxrgg42n,789,50
3xq5r5z2pn,1809,4
3alrwmoydn,2442,1
34995l5p4n,1870,1
38z5azxxo3,32195,2
ekyq8b2y53,17394,1
3pl6k6y69n,1374,1
er5vy4d8l3,19171,1
3wqgjagqq3,3334,1
3pkqgaxpze,6507,1
34qmxgx54e,13848,1
nvr9ajl8qe,33439,4
36vjqbxzke,883,10
x36dr629oe,2377,0
3w4da8qyyn,828,3
ed89xj2pdn,1768,0
ekq47ldjde,2061,3
ed89r4mlzn,8098,0
erbla45973,5874,1
nbyg2rj9me,4106,3
er7pvr6w5n,5334,1
ekbrald2de,675,4
34j8r5jym3,8683,5
nybo5m2yz3,8174,0
ed829927zn,8463,16
39lj5z8vp3,3015,10
3xax56qqle,4708,0
m39d56opye,1166,10
nqda6j7goe,663,1
nq67galb63,2443,4
x3a2zbdj7e,1585,3
3pljkj52zn,3104,1
3oog5az7z3,120,5
xerjgw2rln,2004,1
382ya7v8j3,606,9
9ekoxylg5n,1320,14
3zrbpvor7e,7551,16
38dwx2o6on,2097,3
36pxqdy69e,788,8
4e5zzl97oe,3053,0
3pxo4vd79n,1230,0
3pqv8kvv9e,62421,0
3jzvb7qp6e,6750,5
edoormarg3,36264,1
34qmk7pd4e,817,0
nv48wym9qn,5069,1
375b5xq5ve,2938,3
34kx7k5wje,6454,4
37ry8lzjwn,871,27
379969zopn,967,1
36p7d8ym9e,971,3
nvpb95r8bn,360,50
23l2qkr5dn,4149,2
e5vmyag2o3,2305,2
nvzj4z6xj3,175,24
ekzldqa52e,369,11
e2gy695kj3,1035,4
m39m6kvxye,555,0
3lpwd4yvye,2270,5
e2og7dxp6n,11388,1
nvpq45xkxn,9981,6
394zvbvqbe,14492,1
3pyy7dp4b3,768,50
ek2opo2m5e,13239,1
3l6owaomb3,536,2
nydvbw9dln,3508,1
edyogmyzwe,3566,1
374x2vjkv3,1678,2
3826q98253,3243,1
nb7m9r6l9e,5317,0
3l82rdgkzn,2536,1
nmrzq4j2de,1820,4
4ngaxmqrnv,864,3
nmraoakz9e,5889,1
4ngvro9jvn,1477,4
3ob44vzdyn,6364,1
382dq4xyd3,1349,4
83z57zw283,1740,1
nvbjv9wl23,1230,2
3lbadmy4dn,17570,1
37moqwb6j3,675,13
3jmbdzwjx3,3400,4
ek9qd9x8dn,2489,1
3jxqyg49xn,43237,0
37arorm8v3,4474,1
nm4675y7dn,10068,1
3obl9wz8zn,1900,0
3zx745yd6e,1003,7
3obbz4276n,358,0
3pyjgqpmz3,1990,2
34xk8kowpn,1197,3
3pm9pwp6z3,3598,3
nmm6mk5qkn,4003,5
nm4j9qllvn,1641,7
379kxqbkpn,9920,1
3ozzz5wqyn,5622,6
nyr775vaze,14711,3
3a54bx44me,1109,25
3l6ovqyro3,4050,3
nmk6a4ryj3,1885,2
wnmvjl5bjn,4041,3
nyb4l7ypd3,786,3
nm9pb85jve,5185,6
erqb99gw83,632,1
ekgzx85qg3,3393,3
nvr9a85ybe,4125,0
3xzd2jb5kn,1208,28
ek2wv8v25e,830,1
nb7zl9z52e,9062,2
nvozvm2qxe,2097,6
3xvkpb65de,8092,2
nqpvv699me,3991,5
ngv4a4vkzn,4858,4
34qkv5xg4e,355,4
345wb64gpe,1874,6
ekgxaaz7r3,13457,1
3ayjrb7a73,4966,13
3alqm7a77n,129,10
39ggpdmb7e,4447,1
nbyjqxpb2e,10628,0
3orzbrjrk3,12668,1
3w7y856ozn,999,4
edda5w8l2e,7832,3
3okqvrbjgn,1857,2
nvr5w6jbqe,6219,1
4e59p869on,3672,14
3plk4vxagn,47019,2
38xp969gje,5187,29
37b8yaxxxe,7651,11
3xoaaaqgk3,465,41
38m6qjykon,1403,4
nv4oyzqqjn,1308,1
nyxm9pkpze,3834,1
3j2yml7yoe,5085,0
3724k762je,2046,10
3956lbbwpn,12756,0
34j292x843,383,2
ergx76vx9n,1191,5
ngggmkgjbn,4342,1
3azowpavde,1424,7
3zaq4wzk8n,1583,8
e5vb4kko93,2678,0
nqal46rqoe,113,4
3aq7a5l8ve,2733,9
3725x5goje,37338,1
3lmvqp8a7e,9532,4
ny77o2xvln,2176,4
edzwk59mgn,30867,1
ng89wkakr3,3437,5
ek7268xar3,4921,1
ekovwlka2n,4425,3
nvv8drrzbn,981,4
e5zgzy9z4e,311,3
ek4rz79xg3,6641,1
38wq79krj3,7107,2
erg9mr98ln,1574,1
nmkx4v48k3,5997,4
36pzq675je,1354,11
nvvp7qqp2n,2230,3
36ylo627ke,843,23
e5vg997wg3,20728,1
3a8akgom7e,587,5
3l2b57qddn,446,34
375bzykpje,2948,1
nyqzkgzvl3,2278,1
e55b448xge,6085,1
nygqx6gqgn,3227,11
nbv6rpqlxe,5940,1
3x6yxzzvd3,2377,9
er6mqx2o5e,902,3
3a7g8wyav3,2638,10
3obd678pgn,7726,16
nm96wrzwxe,1395,1
nvv6dvyvqn,4159,1
3xaomqxrpe,1803,2
3aybkzj973,1251,1
3xlw56yw43,1548,1
edozbgz8z3,168,12
nvkkyzzmx3,4106,2
4e5yak6mo3,3136,49
nvkralr8p3,804,3
3688kxm9on,5612,1
3jrr9obl9n,1804,2
3oz69bk2yn,240,6
3844wgmldn,2527,0
nm44zkomjn,5674,41
er5pb9mk73,1049,2
e5bgqgdyre,1358,8
3642vg8q8e,3791,1
3jqb2jmxxe,7819,5
3ozv6bkm9n,878,12
3arzowopbn,4917,1
9eko98dz5n,8624,3
nmq89avkj3,281,9
3okyj7xogn,1410,2
3ok2gqrrkn,3150,1
3zdr7p58wn,473,47
3a9gjm2qbn,1442,1
edd47kaode,1035,50
nqadoz9qke,8099,0
372z85zrwe,1027,23
38v5mkvjon,3809,29
nb87jq672n,2164,23
34jrz6jrj3,8856,2
3j8x92l86e,4567,1
e2jb6xpl63,365,12
34g4gra5k3,165,2
3l298599zn,13962,1
ny7dp6oqln,1477,1
3ozm8dym6n,4252,0
e596orla9n,3941,7
pedod4gx43,11015,3
37m4jlmzw3,488,1
3zloy65l8e,2552,1
ngvljbpran,2279,10
3j7qyl9293,8378,2
3olj6dxdk3,2814,1
erbdwoz9l3,5402,1
nbkpdpawan,30707,1
j3jzd9mpeg,3858,13
3xvxzvd6le,867,0
ny7oykxkzn,5840,0
l34w9rvz4e,6041,2
j3jz268o6e,6591,0
83zagxobwn,34739,1
3xa89yd4xe,4179,3
3orgzjrd93,1029,6
3pmyxdxpk3,786,0
nmkx482k93,3066,17
qe2w4dj4je,3156,1
3l6x2l5xy3,1200,50
9ekjy69zd3,31575,2
3lm8rpmrze,12280,1
38mgpolopn,22511,0
3j67r7y6wn,1560,5
nv96llq2je,496,19
erqbaypvj3,12262,1
ek2bomok4e,4475,16
x364dkdvke,5610,0
394bjkj7be,635,11
3o44522pye,186,4
3orjbqkx63,660,6
3aq8899wde,7887,11
ny4m2wl4ln,2631,3
3lbyp6b2dn,13931,2
3l6l9k77z3,4400,1
3arqlk4qbn,5197,1
34pr4jmdm3,4139,1
3lbx6k77zn,2545,3
nvrrmlzqxe,4556,2
nql826lqm3,283,50
3j7kab4x63,1929,4
e55j2o6m9e,828,3
3xlkkp29d3,1692,4
3lbga5k2yn,660,4
38wkmblz53,17048,2
37vvxgbpj3,900,2
3x69x6m5x3,8867,11
x36lbljbk3,123,8
ekoxaxgrrn,2302,2
3zkjz8wp73,3656,0
ekbb7my8ge,885,8
nm4drolq9n,875,1
3678kkdzxe,1526,1
2ny2qrx7z3,2192,3
er6w254r7e,1306,2
e5vworjpg3,75,50
nyxxv78rze,580,50
qe2zy8o2ae,3748,1
nya9jbpxyn,4020,4
nb7ao8x62e,7841,0
erqyyyk8l3,10385,1
nmq8yjg9x3,7530,1
ekq4xdvore,1604,4
38d57w6gpn,272,1
nyq7rlomy3,19088,2
3wlqlm77xe,1436,5
nv4xxqdd2n,5075,1
nql28r27m3,1948,16
73oy4v4m9e,806,5
3l8qwkgvzn,7722,1
384owa7z4n,10811,2
3l2ojr8xon,697,16
e5vl7qox93,8446,1
3oopxw9ky3,3318,3
xermz8jpjn,9383,4
3aqdyrmrbe,8980,0
3l898mmmzn,6733,2
ekga95yd23,2374,1
3pmk9ld2b3,625,6
nq6qy6v8z3,4960,3
3zlvymg47e,660,43
ek4po8azg3,1144,13
3xzxopdvpn,396,6
3o2k7b8xkn,2214,3
er22m6opj3,2864,4
3oldq4bby3,904,6
e5p2w9o6r3,2480,2
edpmgvjwwe,1562,1
nqzvopagmn,5276,2
3l7lvyzv7e,2967,1
ny4aay9dgn,6048,40
3a926ad6bn,2475,25
3aq26a88de,3366,2
ekggqovz53,2185,1
3ozg7l27gn,1119,9
eraza65x8n,17150,1
3655ygkojn,13709,1
nmmovo2l9n,2892,0
3l2vkldvdn,1157,1
e2vw2d8wa3,8682,2
ngl275lare,1282,3
3wwqrjwzz3,1359,4
3xov49z8x3,3072,1
ekzz8aar2e,1478,3
39lrpo4kd3,1836,7
2nymrm4lno,3493,0
nmzo8bokx3,2404,3
nv9q22azxe,7289,7
nydyqlmgln,9397,2
nqpovb5rwe,4763,2
e5z2wmzz9e,3882,1
e2dzvywwa3,3943,1
38wg5yawd3,1977,4
e2mv679663,3618,6
34bkxv6vke,1715,4
3zzkywb4j3,3673,3
nm47979q9n,1643,33
3zld985j4e,1491,6
39jdqz9rye,1876,5
ek9rjo6z2n,1368,8
34jqd6dkj3,4463,1
3xa8v5yvde,1017,0
3a9klmaa7n,3621,3
j3jrx4kyxn,11866,0
e5g4lkjzb3,1451,15
e229mw2zae,10166,1
nvrx4mv2xe,382,1
3zzyv6lww3,1251,2
3l2ao7257n,2627,9
nmq58ygdk3,11233,2
3plyp6258n,972,49
nvk5bvpoj3,824,25
4ngrxrdxae,740,14
3pga258o93,3616,1
63x5q5kgxn,2358,1
3wl2r85vze,2543,6
e52pbowoge,8937,3
e524pp8m4e,824,5
369ka6g2k3,4478,4
e5gbq7rv43,2932,3
ekzw5dkode,1623,2
nm9q9o9wde,807,1
edo84dzo43,3468,3
ng6vqj5kze,143,18
ek4dyjym23,9864,2
ek7wgb2od3,359,18
3pla58gbzn,883,10
nq69rak6o3,4947,8
3zajggdd8n,1779,6
38kjqqz6o3,3493,1
3wxzmvqrme,167,40
e245kbvj63,4224,1
ekzvx4dr5e,1135,17
e2455mvod3,1331,2
nvvw2apdbn,2533,17
3wk2kmzlb3,2410,5
3a7rjr7lm3,6281,0
3logpypay3,2176,3
nqyyw8zmme,1509,1
nb42r6xjye,12372,1
3okk8pdazn,3158,33
nyk7zoxjz3,2409,14
e2vrv57263,9680,3
nmqvdvr9v3,3399,2
368a9qgvkn,1374,3
367mj8oq8e,1343,2
nvq8mvv823,7049,1
3lraw4vg73,5140,21
e5z5ayx9ge,3665,10
3oo75oxl63,1355,1
3o44v9yaye,184,1
m39qpjlvgn,1127,9
3x66mgxm43,730,8
nmr6d5dl9e,109,15
3ozo5zqbkn,660,1
